SMILES,Core_type,SAscore,PC1,PC2
Cc1cc(Cl)cc(Oc2ccccc2)c1,1,1.590278020413935,-1.114135376617922,-1.1864152656204463
COc1cc(Oc2cccc(C)c2Cl)cc(-c2cccs2)c1C,1,2.3109229682401065,1.7651210940205544,-0.8537618890255524
N#Cc1cc(I)c(I)cc1Oc1c(I)cccc1C#N,1,3.0505566345522777,-1.297441929582947,1.5338080667792635
N#Cc1cc(Oc2cc(-c3cccs3)cc(Cl)c2Br)ccc1Cl,1,2.534076104334781,1.3373318352170398,1.3066922335704922
COc1ccc(Oc2cc(Cl)cc(-c3cccs3)c2)c(-c2cccs2)c1,1,2.249189206062852,2.045677295162058,-0.8933017684793473
COc1ccc(Oc2c(Cl)cc(C)c(Cl)c2Br)c(C#N)c1I,1,2.8888923271997946,-1.2783162828360823,1.3397404459671691
COc1c(C#N)c(-c2cccs2)c(-c2cccs2)c(Br)c1Oc1cccc(Cl)c1,1,2.811104031808528,1.5537710499944577,1.3901680794982134
COc1csc2c1sc1cc(Cl)sc12,6,3.156611739538292,-0.8682244862483895,-1.201749723159973
Cc1c(Cl)cc(Br)c2ccccc12,2,1.941397442316518,-1.2499398558977322,-1.3086564799440792
Cc1cc(C#N)c(Oc2c(F)cc(Cl)c(Cl)c2C)c(I)c1Cl,1,3.1032528001575788,-1.6502814093502483,1.3459745314645646
COc1cc(Oc2ccc(C#N)c(Br)c2I)cc(-c2cccs2)c1,1,2.653140496297711,1.3099173045974086,1.463978892547169
COc1cccc(Oc2c(-c3cccs3)cc(-c3cccs3)c(OC)c2Br)c1OC,1,2.6534022974966884,1.8699838497203094,-0.6168204973179732
Brc1cccc(Oc2cc(Br)c(Br)c(I)c2)c1,1,2.44103941326445,-1.2757314558901693,-1.1426025517897522
Fc1c(I)cc(Oc2cccc(-c3cccs3)c2)c(F)c1Cl,1,2.547630056938619,1.4702876500450979,-0.9634569702433998
N#Cc1c(Br)ccc2c(Cl)cc(Cl)c(I)c12,2,2.903610371591624,-1.5869705496205413,0.7837697551944683
COc1cc(F)c(Oc2ccc(Cl)cc2)c(Cl)c1,1,1.8166385029149923,-1.4302058570005787,-1.0046773528434323
Fc1cccc(Oc2ccc(F)cc2Cl)c1,1,1.6337177061175616,-1.2101918783509886,-1.134842341909318
Cc1ccccc1Oc1ccc(C#N)c(-c2cccs2)c1,1,2.078563166459912,1.583131588605899,1.2867664004289316
COc1cc2c(I)ccc(F)c2cc1Cl,2,2.3328171713367496,-1.5299189341550006,-1.2205309443652
Cc1c(I)c(C#N)c(Cl)c2cccc(-c3cccs3)c12,2,2.832786125061768,1.6123265500239101,0.8890343348885639
Cc1cc(Cl)cc(Br)c1Oc1ccc(F)cc1F,1,2.0336628357250373,-1.2691861959104247,-0.8358614878933442
COc1cc(Cl)cc(Oc2cc(I)c(F)c(C#N)c2I)c1,1,2.890566697355247,-1.5521820523464793,1.1136252445756833
COc1cc(Cl)cc(Oc2cc(Cl)cc(C#N)c2)c1,1,2.1372759391703813,-1.516351933473307,0.8356216920445567
